Bulk_QGCH_LGB2050R_A_DEM_26.dat 
     1 
     1     3     1 
    26    26    26 
Fractional porosity                -- 
   0.0000000000   0.0160000000   0.0320000000   0.0480000000   0.0640000000   0.0800000000   0.0960000000   0.1120000000   0.1280000000   0.1440000000   0.1600000000   0.1760000000   0.1920000000   0.2080000000   0.2240000000   0.2400000000   0.2560000000   0.2720000000   0.2880000000   0.3040000000   0.3200000000   0.3360000000   0.3520000000   0.3680000000   0.3840000000   0.4000000000  
Fractional clay content            -- 
   0.0000000000   0.0400000000   0.0800000000   0.1200000000   0.1600000000   0.2000000000   0.2400000000   0.2800000000   0.3200000000   0.3600000000   0.4000000000   0.4400000000   0.4800000000   0.5200000000   0.5600000000   0.6000000000   0.6400000000   0.6800000000   0.7200000000   0.7600000000   0.8000000000   0.8400000000   0.8800000000   0.9200000000   0.9600000000   1.0000000000  
Fractional water saturation        -- 
   0.0000000000   0.0400000000   0.0800000000   0.1200000000   0.1600000000   0.2000000000   0.2400000000   0.2800000000   0.3200000000   0.3600000000   0.4000000000   0.4400000000   0.4800000000   0.5200000000   0.5600000000   0.6000000000   0.6400000000   0.6800000000   0.7200000000   0.7600000000   0.8000000000   0.8400000000   0.8800000000   0.9200000000   0.9600000000   1.0000000000  
Bulk modulus                       GPa 
  37.0000000000  35.0084632182  33.0908808472  31.2460093365  29.4725772230  27.7692864172  26.1348135210  24.5678111756  23.0669094381  21.6307171831  20.2578235280  18.9467992810  17.6961984067  16.5045595102  15.3704073353  14.2922542753  13.2686018947  12.2979424583  11.3787604663  10.5095341930   9.6887372267   8.9148400083   8.1863113662   7.5016200460   6.8592362306   6.2576330504  
  36.1328650647  34.0963705316  32.1445249970  30.2751228526  28.4859805458  26.7749367279  25.1398524059  23.5786110969  22.0891189860  20.6693050876  19.3171214105  18.0305431258  16.8075687395  15.6462202681  14.5445434182  13.5006077709  12.5125069688  11.5783589084  10.6963059354   9.8645150453   9.0811780868   8.3445119694   7.6527588750   7.0041864721   6.3970881328   5.8297831527  
  35.2971633752  33.2330854437  31.2624798496  29.3822217474  27.5892711223  25.8806697517  24.2535383106  22.7050736126  21.2325459828  19.8332967528  18.5047358763  17.2443396568  16.0496485845  14.9182652754  13.8478525117  12.8361313750  11.8808794716  10.9799292451  10.1311663719   9.3325282369   8.5820024867   7.8776256555   7.2174818618   6.5997015726   6.0224604318   5.4839781495  
  34.4902617801  32.4101736782  30.4310118979  28.5487774513  26.7596275830  25.0598677427  23.4459440526  21.9144362360  20.4620509756  19.0856156732  17.7820725833  16.5484732961  15.3819735490  14.2798283424  13.2393873438  12.2580905598  11.3334642614  10.4631171447   9.6447367157   8.8760858834   8.1549997500   7.4793825859   6.8472049803   6.2565011539   5.7053664279   5.1919548368  
  33.7098132428  31.6215471550  29.6406677554  27.7623389226  25.9819588111  24.2951452011  22.6977219318  21.1857063263  19.7552975258  18.4028656582  17.1249417742  15.9182084898  14.7794912782  13.7057503624  12.6940731603  11.7416672420  10.8458537602  10.0040613186   9.2138202460   8.4727572477   7.7785904065   7.1291245075   6.5222466668   5.9559222394   5.4281909892   4.9371635023  
  32.9537190083  30.8625827712  28.8845855165  27.0140788199  25.2457326348  23.5745124447  21.9956583462  20.5046658734  19.0972684008  17.7694209743  16.5172854390  15.3372167455  14.2257503275  13.1795904574  12.1955994919  11.2707879328  10.4023052316   9.5874312767   8.8235685054   8.1082345903   7.4390556523   6.8137599593   6.2301720711   5.6862073956   5.1798671245   4.7092335185  
  32.2200966184  30.1296282716  28.1575651936  26.2974577809  24.5432653237  22.8893233254  21.3303138908  19.8612388533  18.4773953500  17.1743535904  15.9479365927  14.7942016899  13.7094236271  12.6900790958  11.7328325652  10.8345232865   9.9921533605   9.2028767689   8.4639892827   7.7729191666   7.1272186097   6.5245558184   5.9627077139   5.4395531816   4.9530668263   4.5013131901  
  31.5072527473  29.4197054598  27.4555215199  25.6074469533  23.8687346470  22.2331000261  20.6946812799  19.2480036031  17.8879469863  16.6097171543  15.4088192986  14.2810342974  13.2223971535  12.2291774132  11.2978613589  10.4251357916   9.6078732418   8.8431184650   8.1280760945   7.4600993404   6.8366796321   6.2554371156   5.7141119269   5.2105561672   4.7427265178   4.3086774360  
