Dsty_QGCH_LGB2050R_A_DEM_26.dat 
     1 
     1     3     1 
    26    26    26 
Fractional porosity                -- 
   0.0000000000   0.0160000000   0.0320000000   0.0480000000   0.0640000000   0.0800000000   0.0960000000   0.1120000000   0.1280000000   0.1440000000   0.1600000000   0.1760000000   0.1920000000   0.2080000000   0.2240000000   0.2400000000   0.2560000000   0.2720000000   0.2880000000   0.3040000000   0.3200000000   0.3360000000   0.3520000000   0.3680000000   0.3840000000   0.4000000000  
Fractional clay content            -- 
   0.0000000000   0.0400000000   0.0800000000   0.1200000000   0.1600000000   0.2000000000   0.2400000000   0.2800000000   0.3200000000   0.3600000000   0.4000000000   0.4400000000   0.4800000000   0.5200000000   0.5600000000   0.6000000000   0.6400000000   0.6800000000   0.7200000000   0.7600000000   0.8000000000   0.8400000000   0.8800000000   0.9200000000   0.9600000000   1.0000000000  
Fractional water saturation        -- 
   0.0000000000   0.0400000000   0.0800000000   0.1200000000   0.1600000000   0.2000000000   0.2400000000   0.2800000000   0.3200000000   0.3600000000   0.4000000000   0.4400000000   0.4800000000   0.5200000000   0.5600000000   0.6000000000   0.6400000000   0.6800000000   0.7200000000   0.7600000000   0.8000000000   0.8400000000   0.8800000000   0.9200000000   0.9600000000   1.0000000000  
Density                            g/cm3 
   2.6500000000   2.6099360000   2.5698720000   2.5298080000   2.4897440000   2.4496800000   2.4096160000   2.3695520000   2.3294880000   2.2894240000   2.2493600000   2.2092960000   2.1692320000   2.1291680000   2.0891040000   2.0490400000   2.0089760000   1.9689120000   1.9288480000   1.8887840000   1.8487200000   1.8086560000   1.7685920000   1.7285280000   1.6884640000   1.6484000000  
   2.6480000000   2.6079680000   2.5679360000   2.5279040000   2.4878720000   2.4478400000   2.4078080000   2.3677760000   2.3277440000   2.2877120000   2.2476800000   2.2076480000   2.1676160000   2.1275840000   2.0875520000   2.0475200000   2.0074880000   1.9674560000   1.9274240000   1.8873920000   1.8473600000   1.8073280000   1.7672960000   1.7272640000   1.6872320000   1.6472000000  
   2.6460000000   2.6060000000   2.5660000000   2.5260000000   2.4860000000   2.4460000000   2.4060000000   2.3660000000   2.3260000000   2.2860000000   2.2460000000   2.2060000000   2.1660000000   2.1260000000   2.0860000000   2.0460000000   2.0060000000   1.9660000000   1.9260000000   1.8860000000   1.8460000000   1.8060000000   1.7660000000   1.7260000000   1.6860000000   1.6460000000  
   2.6440000000   2.6040320000   2.5640640000   2.5240960000   2.4841280000   2.4441600000   2.4041920000   2.3642240000   2.3242560000   2.2842880000   2.2443200000   2.2043520000   2.1643840000   2.1244160000   2.0844480000   2.0444800000   2.0045120000   1.9645440000   1.9245760000   1.8846080000   1.8446400000   1.8046720000   1.7647040000   1.7247360000   1.6847680000   1.6448000000  
   2.6420000000   2.6020640000   2.5621280000   2.5221920000   2.4822560000   2.4423200000   2.4023840000   2.3624480000   2.3225120000   2.2825760000   2.2426400000   2.2027040000   2.1627680000   2.1228320000   2.0828960000   2.0429600000   2.0030240000   1.9630880000   1.9231520000   1.8832160000   1.8432800000   1.8033440000   1.7634080000   1.7234720000   1.6835360000   1.6436000000  
   2.6400000000   2.6000960000   2.5601920000   2.5202880000   2.4803840000   2.4404800000   2.4005760000   2.3606720000   2.3207680000   2.2808640000   2.2409600000   2.2010560000   2.1611520000   2.1212480000   2.0813440000   2.0414400000   2.0015360000   1.9616320000   1.9217280000   1.8818240000   1.8419200000   1.8020160000   1.7621120000   1.7222080000   1.6823040000   1.6424000000  
   2.6380000000   2.5981280000   2.5582560000   2.5183840000   2.4785120000   2.4386400000   2.3987680000   2.3588960000   2.3190240000   2.2791520000   2.2392800000   2.1994080000   2.1595360000   2.1196640000   2.0797920000   2.0399200000   2.0000480000   1.9601760000   1.9203040000   1.8804320000   1.8405600000   1.8006880000   1.7608160000   1.7209440000   1.6810720000   1.6412000000  
   2.6360000000   2.5961600000   2.5563200000   2.5164800000   2.4766400000   2.4368000000   2.3969600000   2.3571200000   2.3172800000   2.2774400000   2.2376000000   2.1977600000   2.1579200000   2.1180800000   2.0782400000   2.0384000000   1.9985600000   1.9587200000   1.9188800000   1.8790400000   1.8392000000   1.7993600000   1.7595200000   1.7196800000   1.6798400000   1.6400000000  
